time,target_id,name,truth,label,FR,AC,ST,FO,Theta,Delta_H1,Delta_V,Delta_C,Delta_H2,window_size,mean_conflict
563,9,IFF-ST-Return-3,Ally3,AC,0.11340090048372396,0.8591989111810824,0.022535142667551696,0.001699311288650756,0.003165734378991249,15.0,18.600000000000023,3.180000000000007,,3,0.27402691091043846
564,0,T1(BGM-109C),,FO,0.00057067735289523,0.0005759795818794648,0.023002479042507847,0.9741714295598952,0.0016794344628223445,120.0,256.79999999999995,83.81,,3,0.23417841178299245
564,1,T2(AGM-86B),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,132.0,232.32000000000005,92.57,,3,0.234171543343049
564,2,T3(AH-64A),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3545.0,134.88,145.23000000000002,,3,0.234171543343049
564,3,T4(F-16C),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3800.0,1174.8,143.16,,3,0.234171543343049
564,4,T5(F-22),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,4200.0,1664.4,165.84,,3,0.234171543343049
564,5,T6(B-52H),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3500.0,281.28,72.97000000000003,,3,0.234171543343049
564,6,T7(MQ-9),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,7500.0,208.32,136.84000000000003,,3,0.234171543343049
564,7,IFF-FR-Return-1,Ally1,FR,0.9678694284801624,0.028947874132597015,0.0007595148767004336,0.0006494182062492844,0.0017737643042908488,12.0,8.327999999999975,0.910000000000025,,3,0.2383936068482595
564,8,IFF-AC-Return-2,Ally2,AC,0.024119502320444824,0.9728763664486448,0.0007036104977363274,0.0005938866888347831,0.0017066340443392467,1.0,6.360000000000014,4.529999999999973,,3,0.23680216038720858
564,9,IFF-ST-Return-3,Ally3,AC,0.08923496879098763,0.8855252449188402,0.020526081175047835,0.0015791885742139212,0.0031345165409104865,16.0,19.82400000000007,3.2099999999999795,,3,0.28118263046501046
565,0,T1(BGM-109C),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,132.0,256.79999999999995,83.80000000000001,,3,0.234171543343049
565,1,T2(AGM-86B),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,122.0,232.32000000000005,92.57999999999998,,3,0.234171543343049
565,2,T3(AH-64A),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3545.0,134.88,145.32,,3,0.234171543343049
565,3,T4(F-16C),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3800.0,1174.8,111.30000000000001,,3,0.234171543343049
565,4,T5(F-22),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,4200.0,1664.4,133.87,,3,0.234171543343049
565,5,T6(B-52H),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3500.0,281.28,72.97000000000003,,3,0.234171543343049
565,6,T7(MQ-9),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,7500.0,208.32,136.89999999999998,,3,0.234171543343049
565,7,IFF-FR-Return-1,Ally1,FR,0.9677228140229286,0.029059351080071603,0.0007737795689013646,0.0006540804681637057,0.0017899748599346946,13.0,8.327999999999975,0.910000000000025,,3,0.23936314024114838
565,8,IFF-AC-Return-2,Ally2,AC,0.02424760945622008,0.9727424265894429,0.0007056454223042094,0.0005954883574971822,0.001708830174535701,1.0,6.360000000000014,4.5,,3,0.23687576548911535
565,9,IFF-ST-Return-3,Ally3,AC,0.06830995755503289,0.9090481429442218,0.018238689055068567,0.0014181970543630609,0.0029850133913136043,17.0,19.82400000000007,3.230000000000018,,3,0.27980098210909565
566,0,T1(BGM-109C),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,145.0,256.79999999999995,83.80000000000001,,3,0.234171543343049
566,1,T2(AGM-86B),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,113.0,232.32000000000005,92.58999999999997,,3,0.234171543343049
566,2,T3(AH-64A),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3546.0,134.88,145.42000000000002,,3,0.234171543343049
566,3,T4(F-16C),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3800.0,1174.8,127.72999999999999,,3,0.234171543343049
566,4,T5(F-22),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,4200.0,1664.4,164.51,,3,0.234171543343049
566,5,T6(B-52H),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,3500.0,281.28,72.97000000000003,,3,0.234171543343049
566,6,T7(MQ-9),,FO,0.0005706315400073132,0.0005759333621123345,0.022998180588232175,0.9741759760691049,0.0016792784405433483,7500.0,208.32,136.97000000000003,,3,0.234171543343049
566,7,IFF-FR-Return-1,Ally1,FR,0.9677097057076631,0.029067313819427,0.0007826463685526477,0.0006539675978817762,0.0017863665064755366,13.0,8.327999999999975,0.8999999999999773,,3,0.23951692049626447
566,8,IFF-AC-Return-2,Ally2,AC,0.024395938968110688,0.9725873689620909,0.0007079766130701702,0.0005973546023598454,0.0017113608543685187,1.0,6.360000000000014,4.470000000000027,,3,0.23696049957404267
