record_idx,time,target_idx,target,target_type,target_intent,physical_member_idx,physical_member,model_member_idx,model_member,top1_match,top2_match,model_margin,local_spread,reference_distance_km,reference_ttc_s,reference_closing_speed_km_s,reference_shortcut_km,C_F1,distance_F1_km,ttc_F1_s,C_F2,distance_F2_km,ttc_F2_s,C_F3,distance_F3_km,ttc_F3_s,C_F4,distance_F4_km,ttc_F4_s,hom_C_avg,het_C_avg,delta_C_avg,hom_C_soft,het_C_soft,delta_C_soft,hom_S_agg,het_S_agg,delta_S_agg,hom_S_total,het_S_total,delta_S_total
85,85.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,597.8186443587632,846.1253349594513,0.5956803215246161,41.022531133655455,0.9901681774650245,597.8186443587632,846.1253349594513,0.9901681774650245,612.8292647299577,859.1607284096302,0.9901681774650245,630.0374430484102,921.8262399905491,0.9901681774650245,657.2590340856722,938.4437470104978,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
85,85.0,1,T1,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,643.7078894086752,951.9566994209436,0.5752030264498068,32.307717281897936,0.9901681774650245,643.7078894086752,951.9566994209436,0.9901681774650245,676.0819666861769,1025.0820415306182,0.9901681774650245,658.3349666064722,969.5124549084961,0.9901681774650245,702.9792016328288,1048.9585534981918,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
85,85.0,3,T3,Fighter,Feint,0,F1,0,F1,1,1,7.195126453640732e-06,4.129704782929178e-05,350.7227605173513,346.09644263469073,0.7281727130720315,22.28081370282914,0.9849078733972408,350.7227605173513,346.09644263469073,0.9848888458687255,383.96837915669175,399.9315504403493,0.9849006782707872,365.00240243266535,364.06924116672866,0.9848665763494115,409.6192993135128,424.4789872613297,0.9848909934715413,0.9848920860821649,1.0926106236430755e-06,0.9848909946959239,0.9848920873987904,1.0927028665230765e-06,0.9848994336792676,0.9848999800030279,5.463237603420268e-07,0.9849079627074415,0.9849081266045696,1.638971280915058e-07
85,85.0,4,T4,Fighter,Attack,1,F2,0,F1,0,1,4.226843826615756e-06,3.8586758663861076e-05,333.398285711998,264.2464306768914,0.8938434621318414,32.9862921034003,0.9749448967852451,325.39991378729326,273.3239897192263,0.9749406699414185,333.398285711998,264.2464306768914,0.974922561393175,361.44014226345837,341.43653606383634,0.9749063100265812,380.3893425427981,323.38649765042214,0.9749286095366049,0.974929716296434,1.10675982911701e-06,0.9749286107173036,0.9749297175436067,1.1068263030544756e-06,0.9749367533970648,0.974937306790274,5.533932092571803e-07,0.9749459609905806,0.9749461270085433,1.660179627105407e-07
85,85.0,5,T5,Bomber,Interference,0,F1,0,F1,1,1,0.0011145545374441346,0.006643659111538747,311.58460985354753,825.9157919013976,0.28196991228434626,79.79038282874836,0.5254187836731219,311.58460985354753,825.9157919013976,0.5223781372780225,349.2758721235838,966.915265695141,0.5243042291356778,313.37914590052895,1000000.0,0.5187751245615831,361.5775053046352,1000000.0,0.5227190686621013,0.5228922020342907,0.0001731333721893824,0.5227507497271174,0.5229261874011835,0.00017543767406602573,0.5240752623806149,0.5241622899270849,8.702754647005317e-05,0.5263960879272312,0.5264221961911723,2.610826394100485e-05
90,90.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,594.840278028167,841.1253349594521,0.595666175387437,41.022531133655434,0.9901681774650245,594.840278028167,841.1253349594521,0.9901681774650245,609.8439833845576,854.1607284096309,0.9901681774650245,627.0678321502381,916.8262399905517,0.9901681774650245,654.276060300315,933.443747010493,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
90,90.0,1,T1,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,640.8318905745834,946.9566994209446,0.5751964925580739,32.30771728189791,0.9901681774650245,640.8318905745834,946.9566994209446,0.9901681774650245,673.211937691625,1020.0820415306189,0.9901681774650245,655.4553499519893,964.5124549084967,0.9901681774650245,700.100333244758,1043.958553498187,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
90,90.0,3,T3,Fighter,Feint,0,F1,0,F1,1,1,6.886036316045008e-06,3.9185958031096035e-05,347.0822920566669,341.07507527858667,0.7280355820319163,21.83407471379972,0.9849095214555341,347.0822920566669,341.07507527858667,0.9848913485456435,380.3450760734145,394.77073929372455,0.9849026354192181,361.35719265900605,359.2147163914437,0.984870335497503,405.971820733729,419.54902666346203,0.9848934602294747,0.9848945043522334,1.0441227586976964e-06,0.9848934613311435,0.9848945055374613,1.0442063177462657e-06,0.9849014910628382,0.9849020131409294,5.22078091202971e-07,0.9849096302558344,0.9849097868792618,1.5662342733868684e-07
90,90.0,4,T4,Fighter,Attack,1,F2,0,F1,0,1,3.999485947314696e-06,3.656947308328107e-05,328.92504010240816,259.1231555278604,0.8937487891343439,32.41783553099804,0.9749470759295421,321.0073970166472,267.91851465006977,0.9749430764435948,328.92504010240816,259.1231555278604,0.9749257715656513,357.0881370891521,335.28686052718155,0.9749105064564588,375.9331583785874,318.11111803631366,0.9749316075988118,0.9749326619258883,1.0543270765328572e-06,0.9749316086614455,0.9749326630481532,1.0543867077217328e-06,0.9749393419767037,0.9749398691521681,5.271754643931814e-07,0.9749481267959106,0.9749482849485499,1.5815263931795442e-07
90,90.0,5,T5,Bomber,Interference,0,F1,0,F1,1,1,0.0004068690767049521,0.005939838989008184,310.19824543907885,856.5298296507468,0.2741187904209907,83.56507700262371,0.5248155475439602,310.19824543907885,856.5298296507468,0.5213496710163344,347.8812652827662,1005.2720121406375,0.5244086784672553,312.0498841333774,1000000.0,0.518875708554952,360.2408625143401,1000000.0,0.5223624013956254,0.522523765795806,0.00016136440018055254,0.5223915503005985,0.522554171775587,0.00016262147498857793,0.5235948042507874,0.5236757378658393,8.093361505190355e-05,0.5267605391194725,0.526784819203988,2.428008451549335e-05
95,95.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,591.861982961704,836.1253349594515,0.5956518151574685,41.02253113365541,0.9901681774650245,591.861982961704,836.1253349594515,0.9901681774650245,606.858703587816,849.1607284096302,0.9901681774650245,624.0983722789827,911.8262399905506,0.9901681774650245,651.2931091037491,928.443747010498,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
95,95.0,1,T1,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,637.9559246307026,941.956699420945,0.5751898701005846,32.30771728189789,0.9901681774650245,637.9559246307026,941.956699420945,0.9901681774650245,670.3419911704563,1015.0820415306199,0.9901681774650245,652.5757335422616,959.5124549084976,0.9901681774650245,697.2214712658446,1038.9585534981934,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
95,95.0,2,T2,Heli,EscortEvasion,1,F2,1,F2,1,1,0.007260835238914909,0.020789799810314813,238.26837932598056,750.8258552188162,0.25955503026406157,99.98761244204043,0.47014186826958526,247.83200988295434,1000000.0,0.47740270350850017,238.26837932598056,750.8258552188162,0.45661290369818536,286.0505797331827,1000000.0,0.46398393796686344,286.01111594526617,1000000.0,0.4670353533607836,0.46729652541630384,0.00026117205552023126,0.4673289379555586,0.46754823594136297,0.00021929798580438975,0.4722777453535969,0.47239995656741385,0.00012221121381694733,0.47830674583299315,0.47834340919713825,3.66633641450953e-05
95,95.0,3,T3,Fighter,Feint,0,F1,0,F1,1,1,6.5966025125652195e-06,3.7234865393198646e-05,343.442517706088,336.05617243841357,0.7278956701938121,21.384835605731496,0.9849111025945981,343.442517706088,336.05617243841357,0.9848937272284923,376.72252940824984,389.61331801253965,0.9849045059920856,357.71305594954265,354.363183546347,0.9848738677292049,402.32513481949263,414.6226823359297,0.9848958008860952,0.984896799718121,9.988320258669248e-07,0.9848958018801751,0.9848968007880826,9.989079075012341e-07,0.9849034519391626,0.9849039513703519,4.99431189293631e-07,0.9849112280618981,0.9849113778912549,1.4982935681029375e-07
95,95.0,4,T4,Fighter,Attack,1,F2,0,F1,0,1,3.786305516784161e-06,3.470412762140995e-05,324.45081726341334,254.03460296721806,0.8936367076704065,31.998559419696743,0.9749491616750263,316.61691541882703,262.62776860983945,0.9749453753695095,324.45081726341334,254.03460296721806,0.9749288162487704,352.7391241116582,329.4697099741348,0.9749144575474049,371.47653552221027,312.91222086992843,0.9749344527101779,0.9749354581990017,1.0054888238686388e-06,0.974934453669206,0.9749354592116417,1.0055424357613418e-06,0.9749418073844077,0.9749423101395419,5.027551341907355e-07,0.9749501989044811,0.9749503497310212,1.5082654014619834e-07
95,95.0,5,T5,Bomber,Interference,0,F1,0,F1,1,1,0.000160604964726363,0.00560735547590141,308.8512741953873,891.5587110359493,0.2662239367593617,87.26854100680112,0.5246796829828352,308.8512741953873,891.5587110359493,0.5207926516304808,346.5257532340118,1050.2634637500978,0.5245190780181088,310.7611335991629,1000000.0,0.5190723275069338,358.9445065267154,1000000.0,0.5222659350345896,0.5224345865478013,0.0001686515132116595,0.5222949804380236,0.522464370768097,0.00016939033007346005,0.5234786180893991,0.5235630916093774,8.447351997831198e-05,0.5273731569730071,0.5273984990290006,2.534205599347139e-05
100,100.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,588.8837602406353,831.125334959452,0.5956372364979229,41.022531133655434,0.9901681774650245,588.8837602406353,831.125334959452,0.9901681774650245,603.8734253627003,844.1607284096303,0.9901681774650245,621.1290656007076,906.8262399905499,0.9901681774650245,648.3101808077755,923.4437470104922,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
100,100.0,1,T1,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,635.0799920238638,936.9566994209449,0.5751831574704664,32.307717281897865,0.9901681774650245,635.0799920238638,936.9566994209449,0.9901681774650245,667.4721281865095,1010.0820415306189,0.9901681774650245,649.6961173805436,954.512454908497,0.9901681774650245,694.3426157758095,1033.9585534981873,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
100,100.0,3,T3,Fighter,Feint,0,F1,0,F1,1,1,6.325210347490895e-06,3.542783693588625e-05,339.8034516909539,331.0397527390363,0.7277528730872496,20.933049703067393,0.9849126208029759,339.8034516909539,331.0397527390363,0.9848959909006715,373.10075140371293,384.45930770486586,0.9849062955926284,354.0700261543571,349.51468206743147,0.98487719296604,398.6792632141023,409.70001419277276,0.9848980250655789,0.9848989815286061,9.564630272240748e-07,0.9848980259649963,0.9848989824970964,9.565321000826188e-07,0.9849053231141609,0.9849058013594891,4.782453282281551e-07,0.9849127604936087,0.9849129039672071,1.4347359844624208e-07
100,100.0,4,T4,Fighter,Attack,1,F2,0,F1,0,1,3.585978232911735e-06,3.2976002125817416e-05,319.97675330154146,248.97527836406186,0.8935045784713522,31.701724300845513,0.9749511592113048,312.23002006178956,257.43056906062526,0.9749475732330719,319.97675330154146,248.97527836406186,0.9749317068440443,348.39476089258966,323.910237240046,0.974918183209179,367.0207049074887,307.7760809453723,0.9749371556244001,0.9749381155554624,9.59931062305408e-07,0.9749371564922236,0.9749381164715865,9.599793628911613e-07,0.9749441575914172,0.9749446375666084,4.799751912587524e-07,0.9749521827238821,0.9749523267164395,1.4399255743313688e-07
100,100.0,5,T5,Bomber,Interference,0,F1,0,F1,1,1,0.0001633645697634023,0.0055283970284182304,307.5438481502329,932.4031137166475,0.25830769882993543,90.89191058333981,0.524787981528827,307.5438481502329,932.4031137166475,0.5209586667322624,345.2095110110253,1105.4229817439418,0.5246246169590636,309.51289057111535,1000000.0,0.5192595845004088,357.68844737511415,1000000.0,0.5224077124301405,0.5225740740704041,0.00016636164026362366,0.5224359075031952,0.5226029950245538,0.00016708752135852212,0.5236034859940947,0.5236868119904454,8.332599635074711e-05,0.5282915692294321,0.5283165670283373,2.4997798905190827e-05
105,105.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,585.9056109681794,826.1253349594502,0.5956224349617814,41.02253113365541,0.9901681774650245,585.9056109681794,826.1253349594502,0.9901681774650245,600.8881487326346,839.1607284096295,0.9901681774650245,618.159914322982,901.8262399905497,0.9901681774650245,645.3272757299578,918.4437470104937,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
105,105.0,1,T1,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,632.2040932090232,931.9566994209457,0.5751763530242626,32.307717281897865,0.9901681774650245,632.2040932090232,931.9566994209457,0.9901681774650245,664.6023498219672,1005.0820415306192,0.9901681774650245,646.8165014701476,949.5124549084975,0.9901681774650245,691.4637668557,1028.9585534981911,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
105,105.0,3,T3,Fighter,Feint,0,F1,0,F1,1,1,6.07040815037152e-06,3.3750894784745356e-05,336.16510877637705,326.02583512824543,0.7276070805107512,20.478668930736447,0.9849140797582253,336.16510877637705,326.02583512824543,0.9848981476981252,369.479754665647,379.3087306038251,0.9849080093500749,350.42813869317683,344.66925229716384,0.9848803288634406,395.03422851382,404.78108422157334,0.9849001414174665,0.9849010581869769,9.167695104173035e-07,0.9849001422333153,0.9849010590658427,9.16832527342315e-07,0.9849071107510157,0.9849075691483742,4.5839735851593844e-07,0.9849142315523686,0.9849143690715761,1.37519207576986e-07
105,105.0,4,T4,Fighter,Attack,1,F2,0,F1,0,1,3.3973845517953905e-06,3.1372250633765475e-05,315.5043558977249,243.93714391735452,0.8933592106567719,31.494123357122472,0.9749530732443568,307.84851162200573,252.30120879803502,0.974949675859805,315.5043558977249,243.93714391735452,0.9749344536042923,344.0569068020558,318.53144585249936,0.974921700993723,362.5672312866114,302.68482860989224,0.9749397259255441,0.9749406433015699,9.173760258107677e-07,0.9749397267128433,0.9749406441324695,9.174196261563239e-07,0.9749463997424104,0.9749468584391432,4.5869673281906387e-07,0.9760419505297115,0.9760420881387314,1.3760901984571916e-07
105,105.0,5,T5,Bomber,Interference,0,F1,0,F1,1,1,0.00016623096488399547,0.005453830780485669,306.27600672545356,981.8535751519437,0.25039268214970584,94.42659689849086,0.5248916928384958,306.27600672545356,981.8535751519437,0.5211179862206698,343.93260236780606,1183.0134887458614,0.5247254618736118,308.3050354362778,1000000.0,0.5194378620580101,356.4725806435604,1000000.0,0.5225432507476969,0.5227074148136431,0.00016416406594621513,0.5225706490346421,0.5227355274216626,0.00016487838702050617,0.5237229514504854,0.5238051763476733,8.222489718789916e-05,0.5291973520842763,0.5292220195534327,2.4667469156414157e-05
110,110.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,582.9275362700729,821.1253349594538,0.5956074059884151,41.02253113365495,0.9901681774650245,582.9275362700729,821.1253349594538,0.9901681774650245,597.9028737215109,834.1607284096324,0.9901681774650245,615.1909206958771,896.8262399905526,0.9901681774650245,642.3443941937562,913.4437470104976,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
110,110.0,1,T1,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,629.3282286494482,926.9566994209489,0.5751694550809273,32.30771728189732,0.9901681774650245,629.3282286494482,926.9566994209489,0.9901681774650245,661.7326571777527,1000.0820415306233,0.9901681774650245,643.9368858144456,944.5124549085015,0.9901681774650245,688.5849245879195,1023.9585534981956,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
110,110.0,3,T3,Fighter,Feint,0,F1,0,F1,1,1,5.830887953583996e-06,3.2191732674213824e-05,332.52750429709937,321.0144388703289,0.7274581761291306,20.02164376221313,0.9849154828566342,332.52750429709937,321.0144388703289,0.9849002050069487,365.85955218041556,374.16161009592406,0.9849096519686806,346.78743064697517,339.82693550661145,0.98488329112396,391.39005432207836,399.86595657721415,0.9849021577390559,0.9849030372697909,8.795307350206727e-07,0.9849021584808956,0.9849030380692464,8.795883508216917e-07,0.9849088204462131,0.9849092602231037,4.397768905706201e-07,0.9849156449117338,0.9849157768448009,1.3193306713787933e-07
110,110.0,4,T4,Fighter,Attack,1,F2,0,F1,0,1,3.2195105323928885e-06,2.9881378250329327e-05,311.0348384081029,238.9151773790865,0.8932047737571269,31.352687885459854,0.9749549082836233,303.4738851592602,247.2227857014359,0.9749516887730909,311.0348384081029,238.9151773790865,0.9749370660841377,339.7271070507369,313.28358069110146,0.974925026905373,358.1173781055255,297.62680534755935,0.9749421725115561,0.974943050082807,8.775712508901634e-07,0.9749421732275556,0.9749430508382357,8.776106801278161e-07,0.9749485405407896,0.9749489793343008,4.3879351119269216e-07,0.9776012077042361,0.9776013393422894,1.3163805334670542e-07
110,110.0,5,T5,Bomber,Interference,0,F1,0,F1,1,1,0.00016913316067002082,0.005626132596187494,305.04767635814284,1048.1642608988218,0.24250144437923946,97.8643683232077,0.5249909130223624,305.04767635814284,1048.1642608988218,0.5212700226711585,342.69497920187814,1000000.0,0.5248217798616924,307.13733376594314,1000000.0,0.519364780426175,355.29668841082565,1000000.0,0.5226118739953471,0.522773958308342,0.00016208431299480353,0.5226404296573461,0.5228033133439457,0.00016288368659955754,0.5238071046412546,0.523888306672473,8.120203121841918e-05,0.5300799511981231,0.5301043118074886,2.436060936550355e-05
115,115.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,579.9495372951467,816.1253349594532,0.5955921449000977,41.02253113365493,0.9901681774650245,579.9495372951467,816.1253349594532,0.9901681774650245,594.9176003537002,829.1607284096315,0.9901681774650245,612.2220870129902,891.8262399905517,0.9901681774650245,639.361536528664,908.4437470104963,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
115,115.0,1,T1,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,626.4523988169069,921.9566994209499,0.5751624619207961,32.30771728189732,0.9901681774650245,626.4523988169069,921.9566994209499,0.9901681774650245,658.8630513739361,995.0820415306252,0.9901681774650245,641.0572704168695,939.5124549085026,0.9901681774650245,685.7060890562543,1018.9585534981958,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
115,115.0,3,T3,Fighter,Feint,0,F1,0,F1,1,1,5.60546878880519e-06,3.0739479655372826e-05,328.8906541894609,316.00558353824886,0.7273060370369192,19.561923166177426,0.9849168332395939,328.8906541894609,316.00558353824886,0.984902169547813,362.2401573332292,369.01797075090855,0.9849112277708051,343.1479408559379,334.9877739178063,0.9848860937599385,387.74676530738355,394.95469768122285,0.9849040810795376,0.9849049256278947,8.445483570262979e-07,0.984904081755637,0.9849049263567796,8.446011425800037e-07,0.9849104572947857,0.9849108795795214,4.2228473573491243e-07,0.9849170039511812,0.984917130636602,1.266854208203938e-07
115,115.0,4,T4,Fighter,Attack,1,F2,0,F1,0,1,0.0005308237017693784,0.0005562653520732042,306.5692302591373,233.90738977349625,0.8930412716263113,31.263864082017708,0.9754844408579065,299.10729545861767,242.1862436549481,0.9749536171561372,306.5692302591373,233.90738977349625,0.9749395532322938,335.406511673845,308.139208773704,0.9749281755058333,353.67217824751424,292.59632950808884,0.9750764466880426,0.9751212679933503,4.4821305307696235e-05,0.9750767247770636,0.9751215982961187,4.4873519055022015e-05,0.9752804993907788,0.9753029204861821,2.242109540329107e-05,0.9790237518558091,0.9790304781844301,6.7263286209762185e-06
120,120.0,0,T0,Missile,Attack,0,F1,0,F1,1,1,0.0,0.0,576.9716152159205,811.1253349594527,0.5955766468983715,41.022531133655,0.9901681774650245,576.9716152159205,811.1253349594527,0.9901681774650245,591.9323286540658,824.1607284096314,0.9901681774650245,609.2534156125001,886.8262399905506,0.9901681774650245,636.3787030703501,903.4437470104967,0.9901681774650245,0.9901681774650246,1.1102230246251565e-16,0.9901681774650251,0.9901681774650251,0.0,0.9901681774650246,0.9901681774650246,0.0,0.9901681774650245,0.9901681774650245,0.0
