Time,Aircraft,Role,CapabilityState,DamageLevel,Value,Vulnerability,BaselineVulnerability,Maneuverability,BaselineManeuverability,DegradationFactor,AggregationWeight
64,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
64,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
65,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
65,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
65,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
65,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
66,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
66,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
66,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
66,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
67,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
67,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
67,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
67,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
68,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
68,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
68,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
68,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
69,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
69,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
69,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
69,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
70,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
70,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
70,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
70,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
71,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
71,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
71,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
71,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
72,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
72,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
72,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
72,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
73,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
73,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
73,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
73,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
74,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
74,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
74,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
74,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
75,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
75,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
75,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
75,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
76,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
76,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
76,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
76,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
77,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
77,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
77,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
77,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
78,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
78,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
78,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
78,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
79,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
79,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
79,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
79,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
80,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
80,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
80,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
80,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
81,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
81,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
81,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
81,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
82,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
82,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
82,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
82,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
83,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
83,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
83,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
83,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
84,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
84,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
84,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
84,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
85,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
85,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
85,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
85,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
86,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
86,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
86,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
86,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
87,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
87,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
87,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
87,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
88,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
88,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
88,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
88,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
89,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
89,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
89,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
89,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
90,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
90,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
90,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
90,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
91,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
91,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
91,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
91,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
92,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
92,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
92,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
92,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
93,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
93,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
93,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
93,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
94,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
94,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
94,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
94,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
95,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
95,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
95,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
95,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
96,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
96,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
96,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
96,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
97,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
97,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
97,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
97,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
98,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
98,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
98,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
98,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
99,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
99,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
99,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
99,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
100,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
100,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
100,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
100,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
101,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
101,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
101,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
101,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
102,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
102,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
102,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
102,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
103,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
103,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
103,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
103,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
104,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
104,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
104,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
104,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
105,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
105,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
105,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
105,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
106,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
106,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
106,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
106,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
107,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
107,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
107,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
107,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
108,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
108,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
108,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
108,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
109,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
109,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
109,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
109,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
110,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
110,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
110,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
110,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
111,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
111,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
111,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
111,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
112,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
112,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
112,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
112,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
113,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
113,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
113,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
113,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
114,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
114,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
114,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
114,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
115,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
115,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
115,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
115,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
116,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
116,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
116,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
116,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
117,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
117,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
117,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
117,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
118,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
118,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
118,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
118,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
119,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
119,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
119,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
119,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
120,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
120,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
120,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
120,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
121,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
121,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
121,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
121,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
122,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
122,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
122,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
122,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
123,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
123,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
123,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
123,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
124,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
124,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
124,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
124,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
125,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
125,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
125,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
125,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
126,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
126,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
126,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
126,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
127,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
127,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
127,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
127,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
128,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
128,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
128,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
128,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
129,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
129,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
129,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
129,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
130,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
130,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
130,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
130,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
131,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
131,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
131,F3,RightWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
131,F4,RearGuard,Healthy,0.0,1.2,1.05,1.05,0.98,0.98,0.0,0.25
132,F1,Leader,Healthy,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
132,F2,LeftWing,Healthy,0.0,1.0,0.95,0.95,1.12,1.12,0.0,0.20833333333333334
